employee_id,name,age,gender,education,department,job_level,location,salary,hire_date,years_at_company,performance_score,training_hours,manager_id,attrition,last_promotion_year,satisfaction_score
EMP04523,Employee_4523,32,Male,Master,Legal,Junior,Pune,310910,2024-11-03,0.2,3,32,EMP00207,No,2024,1.0
EMP04524,Employee_4524,54,Male,Master,Finance,Lead,Chennai,1874369,2012-04-07,12.7,5,88,EMP00344,No,2019,2.8
EMP04525,Employee_4525,36,Female,Master,Operations,Senior,Bangalore,1380510,2024-11-10,0.1,4,5,EMP00004,No,2016,4.8
EMP04526,Employee_4526,40,Female,Bachelor,Sales,Junior,Mumbai,535222,2021-09-02,3.3,3,51,EMP00237,No,2024,2.1
EMP04527,Employee_4527,48,Female,Diploma,Marketing,Lead,Delhi,1732824,2016-01-21,9.0,3,7,EMP00414,No,2018,1.8
EMP04528,Employee_4528,40,Male,Bachelor,IT,Manager,Hyderabad,2495099,2023-12-20,1.0,3,118,EMP00391,Yes,2022,3.8
EMP04529,Employee_4529,29,Male,PhD,Finance,Junior,Bangalore,326534,2023-08-02,1.4,4,29,EMP00448,No,2018,4.0
EMP04530,Employee_4530,48,Male,Diploma,Engineering,Junior,Delhi,433441,2013-01-28,11.9,1,6,EMP00266,Yes,2021,1.4
EMP04531,Employee_4531,48,Male,Bachelor,Sales,Lead,Bangalore,1960985,2019-05-25,5.6,5,113,EMP00236,No,2023,1.7
EMP04532,Employee_4532,58,Male,Master,Engineering,Senior,Pune,1483288,2012-05-09,12.7,4,18,EMP00430,No,2015,3.4
EMP04533,Employee_4533,32,Female,Bachelor,Engineering,Senior,Mumbai,1144512,2021-06-22,3.5,5,62,EMP00028,No,2020,2.4
EMP04534,Employee_4534,32,Male,Bachelor,Sales,Mid,Chennai,607564,2023-11-09,1.1,3,2,EMP00044,No,2015,1.4
EMP04535,Employee_4535,22,Male,Bachelor,Finance,Mid,Delhi,603637,2012-08-22,12.4,4,73,EMP00029,No,2017,3.4
EMP04536,Employee_4536,25,Female,Bachelor,Finance,Mid,Delhi,831249,2016-05-04,8.7,3,30,EMP00139,No,2015,3.7
EMP04537,Employee_4537,22,Male,Master,Sales,Senior,Bangalore,1138260,2012-07-22,12.5,1,46,EMP00425,Yes,2021,3.7
EMP04538,Employee_4538,57,Female,Bachelor,Finance,Junior,Pune,568044,2012-05-20,12.6,4,12,EMP00333,No,2016,2.8
EMP04539,Employee_4539,28,Female,Bachelor,Engineering,Lead,Bangalore,1736898,2021-03-01,3.8,3,94,EMP00055,No,2022,4.6
EMP04540,Employee_4540,55,Female,Bachelor,Engineering,Senior,Bangalore,1010620,2014-06-16,10.6,3,42,EMP00171,No,2022,2.6
EMP04541,Employee_4541,59,Male,PhD,Engineering,Lead,Pune,1832406,2023-08-29,1.3,3,72,EMP00305,No,2023,2.3
EMP04542,Employee_4542,30,Male,Master,HR,Manager,Mumbai,2420632,2014-06-25,10.5,3,18,EMP00050,No,2015,2.6
EMP04543,Employee_4543,28,Male,Bachelor,Engineering,Manager,Pune,2973428,2015-11-25,9.1,4,26,EMP00421,No,2024,4.0
EMP04544,Employee_4544,40,Male,Bachelor,Sales,Senior,Delhi,1155582,2021-09-25,3.3,4,33,EMP00149,No,2022,3.4
EMP04545,Employee_4545,37,Female,Master,Sales,Mid,Chennai,860515,2014-07-11,10.5,4,99,EMP00290,No,2023,2.3
EMP04546,Employee_4546,39,Male,Master,Operations,Mid,Chennai,932991,2018-01-11,7.0,5,18,EMP00247,No,2021,3.1
EMP04547,Employee_4547,28,Male,Master,Engineering,Senior,Chennai,1494552,2019-03-11,5.8,3,17,EMP00354,No,2022,2.6
EMP04548,Employee_4548,46,Male,Master,Finance,Lead,Bangalore,1684414,2016-08-16,8.4,3,64,EMP00170,No,2022,4.9
EMP04549,Employee_4549,52,Female,Bachelor,Marketing,Junior,Mumbai,521224,2013-08-06,11.4,3,92,EMP00443,No,2024,3.1
EMP04550,Employee_4550,44,Male,Bachelor,Operations,Director,Bangalore,3514886,2010-11-19,14.1,3,114,EMP00032,No,2016,1.6
EMP04551,Employee_4551,44,Male,Bachelor,IT,Junior,Pune,484616,2022-04-18,2.7,4,47,EMP00063,No,2023,2.8
EMP04552,Employee_4552,54,Male,Bachelor,Engineering,Senior,Chennai,1560290,2021-02-18,3.9,4,11,EMP00380,No,2023,2.0
EMP04553,Employee_4553,55,Male,Master,Engineering,Senior,Mumbai,1481133,2014-08-29,10.3,3,103,EMP00300,No,2018,2.7
EMP04554,Employee_4554,30,Male,Master,Legal,Senior,Bangalore,1541805,2020-10-12,4.2,5,69,EMP00346,No,2020,1.8
EMP04555,Employee_4555,40,Female,Diploma,HR,Senior,Hyderabad,1272733,2017-06-01,7.6,4,106,EMP00262,No,2021,2.4
EMP04556,Employee_4556,54,Female,PhD,Finance,Junior,Hyderabad,332202,2015-04-06,9.7,1,18,EMP00379,Yes,2019,4.5
EMP04557,Employee_4557,53,Male,Bachelor,Marketing,Director,Mumbai,4187026,2010-01-23,14.9,3,25,EMP00368,No,2024,2.0
EMP04558,Employee_4558,33,Male,Master,Marketing,Director,Chennai,3492018,2010-04-15,14.7,5,37,EMP00028,No,2020,3.6
EMP04559,Employee_4559,35,Male,Master,IT,Senior,Chennai,1528915,2011-12-31,13.0,3,24,EMP00360,No,2018,2.9
EMP04560,Employee_4560,34,Female,Master,IT,Mid,Chennai,939460,2012-06-23,12.5,5,80,EMP00105,No,2016,4.9
EMP04561,Employee_4561,31,Male,Bachelor,Marketing,Junior,Chennai,599623,2022-11-17,2.1,3,11,EMP00265,No,2016,1.1
EMP04562,Employee_4562,54,Male,Diploma,Sales,Junior,Chennai,509843,2021-01-30,3.9,3,83,EMP00074,No,2016,2.6
EMP04563,Employee_4563,49,Male,Master,Legal,Senior,Pune,1373590,2013-05-06,11.7,4,62,EMP00288,No,2017,3.2
EMP04564,Employee_4564,42,Male,Bachelor,Engineering,Senior,Delhi,1455022,2012-01-08,13.0,2,39,EMP00380,Yes,2019,2.2
EMP04565,Employee_4565,42,Female,Bachelor,Engineering,Mid,Chennai,641474,2021-06-23,3.5,4,27,EMP00496,No,2022,4.8
EMP04566,Employee_4566,50,Female,Bachelor,Legal,Senior,Bangalore,1425445,2011-09-07,13.3,4,5,EMP00254,No,2021,4.6
EMP04567,Employee_4567,53,Male,Master,Sales,Manager,Mumbai,2488209,2012-04-09,12.7,5,59,EMP00070,No,2024,2.1
EMP04568,Employee_4568,36,Male,Bachelor,Engineering,Junior,Pune,398884,2015-09-28,9.3,4,111,EMP00115,No,2020,1.8
EMP04569,Employee_4569,43,Male,Master,Engineering,Senior,Delhi,1095642,2024-06-14,0.5,1,51,EMP00459,Yes,2018,1.2
EMP04570,Employee_4570,46,Male,Bachelor,Legal,Lead,Chennai,1635579,2015-03-09,9.8,3,22,EMP00346,No,2016,1.7
EMP04571,Employee_4571,39,Male,PhD,HR,Director,Bangalore,3764133,2020-03-30,4.8,3,94,EMP00328,No,2024,4.3
EMP04572,Employee_4572,57,Female,Master,Marketing,Lead,Chennai,2072376,2016-08-22,8.4,5,1,EMP00437,No,2024,4.6
EMP04573,Employee_4573,36,Female,Bachelor,Engineering,Senior,Hyderabad,1589915,2015-12-04,9.1,3,96,EMP00080,No,2023,1.9
EMP04574,Employee_4574,37,Male,Bachelor,Operations,Lead,Mumbai,1829867,2020-05-31,4.6,4,72,EMP00155,No,2018,3.6
EMP04575,Employee_4575,34,Non-binary,PhD,Operations,Director,Hyderabad,3606261,2011-02-15,13.9,3,25,EMP00322,No,2016,2.8
EMP04576,Employee_4576,47,Female,Master,Sales,Manager,Chennai,2729722,2012-03-28,12.8,3,16,EMP00160,No,2015,1.2
EMP04577,Employee_4577,31,Male,Master,Sales,Junior,Hyderabad,386496,2013-12-02,11.1,3,80,EMP00369,No,2020,1.6
EMP04578,Employee_4578,24,Male,Bachelor,Engineering,Senior,Pune,1085041,2010-11-20,14.1,4,108,EMP00480,No,2021,2.0
EMP04579,Employee_4579,31,Female,Master,IT,Lead,Pune,1832262,2016-07-08,8.5,3,29,EMP00004,No,2021,4.9
EMP04580,Employee_4580,47,Male,Diploma,Finance,Senior,Bangalore,1337911,2018-01-29,6.9,3,100,EMP00413,No,2019,3.1
EMP04581,Employee_4581,38,Male,Bachelor,IT,Mid,Pune,743016,2017-01-05,8.0,3,47,EMP00249,No,2021,3.4
EMP04582,Employee_4582,26,Female,Master,Sales,Mid,Delhi,862459,2019-07-22,5.4,4,93,EMP00320,Yes,2019,3.6
EMP04583,Employee_4583,57,Male,Master,Operations,Senior,Bangalore,1085623,2012-08-07,12.4,1,109,EMP00353,Yes,2021,2.9
EMP04584,Employee_4584,37,Male,Master,Operations,Mid,Bangalore,767829,2012-02-18,12.9,3,115,EMP00103,No,2019,4.2
EMP04585,Employee_4585,43,Male,Bachelor,Marketing,Mid,Mumbai,855053,2011-01-11,14.0,1,59,EMP00059,Yes,2022,4.3
EMP04586,Employee_4586,24,Female,PhD,IT,Lead,Pune,2105315,2010-03-21,14.8,4,79,EMP00035,No,2015,1.1
EMP04587,Employee_4587,28,Female,Master,Sales,Mid,Mumbai,708898,2013-02-07,11.9,1,114,EMP00001,Yes,2016,4.2
EMP04588,Employee_4588,42,Female,PhD,Engineering,Senior,Hyderabad,1277957,2024-11-17,0.1,5,20,EMP00079,No,2021,1.5
EMP04589,Employee_4589,46,Female,Master,Marketing,Manager,Chennai,2557568,2024-07-07,0.5,3,17,EMP00310,No,2015,4.5
EMP04590,Employee_4590,58,Male,Bachelor,Marketing,Senior,Hyderabad,1058115,2013-10-28,11.2,4,26,EMP00451,No,2021,1.1
EMP04591,Employee_4591,32,Female,PhD,Finance,Senior,Delhi,1108715,2017-05-16,7.6,5,68,EMP00062,No,2023,3.9
EMP04592,Employee_4592,28,Non-binary,PhD,Engineering,Junior,Chennai,440334,2018-01-07,7.0,3,76,EMP00267,No,2017,4.9
EMP04593,Employee_4593,43,Female,Bachelor,HR,Senior,Bangalore,1352477,2019-10-26,5.2,3,25,EMP00050,No,2023,1.7
EMP04594,Employee_4594,33,Male,Bachelor,Sales,Director,Bangalore,4130124,2023-12-12,1.1,5,60,EMP00127,No,2019,4.2
EMP04595,Employee_4595,31,Non-binary,Diploma,Sales,Lead,Delhi,2117176,2016-01-07,9.0,3,83,EMP00105,No,2020,2.2
EMP04596,Employee_4596,40,Male,Bachelor,Finance,Senior,Chennai,1463927,2012-02-01,12.9,3,4,EMP00054,No,2022,2.6
EMP04597,Employee_4597,37,Male,Diploma,Marketing,Senior,Delhi,1452468,2018-05-11,6.6,3,12,EMP00243,Yes,2015,3.5
EMP04598,Employee_4598,25,Male,Bachelor,Engineering,Mid,Pune,944307,2017-09-08,7.3,3,61,EMP00013,No,2019,4.3
EMP04599,Employee_4599,27,Male,Bachelor,Sales,Senior,Hyderabad,1401549,2014-02-07,10.9,4,57,EMP00427,No,2019,3.1
EMP04600,Employee_4600,27,Male,Bachelor,Sales,Junior,Delhi,371602,2012-07-21,12.5,1,39,EMP00259,Yes,2024,4.1
EMP04601,Employee_4601,39,Male,Bachelor,Engineering,Manager,Pune,2532626,2018-12-28,6.0,3,36,EMP00228,No,2022,4.4
EMP04602,Employee_4602,56,Female,Master,Operations,Mid,Mumbai,742157,2018-12-23,6.0,4,47,EMP00201,No,2018,4.7
EMP04603,Employee_4603,48,Female,Bachelor,IT,Mid,Delhi,693262,2020-03-28,4.8,4,40,EMP00029,No,2023,3.2
EMP04604,Employee_4604,24,Male,Master,Sales,Mid,Chennai,681085,2016-02-05,8.9,3,44,EMP00475,No,2019,2.5
EMP04605,Employee_4605,27,Male,Bachelor,Operations,Senior,Hyderabad,1098163,2018-08-26,6.4,5,55,EMP00063,No,2021,3.8
EMP04606,Employee_4606,50,Non-binary,Diploma,Legal,Senior,Mumbai,1298136,2020-09-22,4.3,3,89,EMP00154,No,2022,4.7
EMP04607,Employee_4607,49,Male,Bachelor,Operations,Mid,Pune,805070,2019-06-17,5.5,4,14,EMP00208,No,2024,1.9
EMP04608,Employee_4608,49,Male,Diploma,Engineering,Lead,Hyderabad,2133807,2024-07-21,0.4,1,72,EMP00248,Yes,2020,3.3
EMP04609,Employee_4609,47,Male,Master,IT,Senior,Bangalore,1247298,2013-09-28,11.3,3,59,EMP00095,No,2017,2.3
EMP04610,Employee_4610,41,Male,Bachelor,Sales,Mid,Pune,818131,2012-07-15,12.5,4,22,EMP00420,No,2024,3.5
EMP04611,Employee_4611,37,Male,Bachelor,Sales,Mid,Mumbai,619944,2012-12-21,12.0,4,108,EMP00121,No,2015,3.6
EMP04612,Employee_4612,45,Male,Bachelor,Engineering,Manager,Delhi,2547049,2011-04-26,13.7,5,20,EMP00431,No,2023,4.7
EMP04613,Employee_4613,34,Male,Master,HR,Junior,Pune,348423,2013-07-29,11.4,4,50,EMP00435,No,2019,2.9
EMP04614,Employee_4614,53,Female,Bachelor,Engineering,Lead,Hyderabad,1779970,2012-04-29,12.7,3,35,EMP00280,No,2018,2.8
EMP04615,Employee_4615,29,Female,Bachelor,Engineering,Mid,Delhi,832454,2019-05-02,5.7,4,33,EMP00134,Yes,2016,4.9
EMP04616,Employee_4616,57,Male,Bachelor,Sales,Lead,Delhi,2077649,2023-04-02,1.8,3,65,EMP00421,No,2018,4.0
EMP04617,Employee_4617,32,Male,Master,Operations,Senior,Hyderabad,1144610,2020-10-29,4.2,3,81,EMP00314,No,2019,2.2
EMP04618,Employee_4618,34,Female,Bachelor,Legal,Junior,Delhi,562901,2022-10-05,2.2,1,26,EMP00349,Yes,2015,3.1
EMP04619,Employee_4619,50,Male,Master,Sales,Director,Mumbai,4355829,2019-10-30,5.2,5,113,EMP00225,Yes,2021,2.3
EMP04620,Employee_4620,50,Female,Bachelor,Legal,Junior,Hyderabad,391851,2014-01-24,10.9,3,0,EMP00440,No,2018,3.3
EMP04621,Employee_4621,55,Male,Bachelor,Legal,Junior,Chennai,485826,2023-09-17,1.3,4,83,EMP00337,Yes,2023,4.1
EMP04622,Employee_4622,40,Female,Diploma,Operations,Mid,Pune,733592,2018-07-08,6.5,3,52,EMP00316,No,2021,1.9
EMP04623,Employee_4623,37,Male,Bachelor,Engineering,Manager,Delhi,2593986,2018-01-16,7.0,4,86,EMP00064,No,2019,2.1
EMP04624,Employee_4624,52,Female,PhD,Marketing,Mid,Bangalore,989438,2023-09-18,1.3,4,37,EMP00222,Yes,2020,1.9
EMP04625,Employee_4625,48,Male,PhD,IT,Senior,Pune,1245571,2010-08-25,14.4,3,113,EMP00075,No,2016,1.6
EMP04626,Employee_4626,35,Male,Diploma,Marketing,Senior,Hyderabad,1303553,2012-12-06,12.1,4,38,EMP00326,Yes,2023,1.5
EMP04627,Employee_4627,50,Male,Bachelor,Sales,Mid,Bangalore,791184,2020-11-01,4.2,3,27,EMP00012,Yes,2015,3.4
EMP04628,Employee_4628,44,Male,Master,HR,Senior,Pune,1405593,2020-12-12,4.1,4,116,EMP00095,Yes,2022,1.4
EMP04629,Employee_4629,49,Female,Bachelor,Finance,Senior,Chennai,1124323,2012-07-14,12.5,5,110,EMP00073,No,2022,3.5
EMP04630,Employee_4630,59,Male,Diploma,HR,Senior,Pune,1579291,2019-03-24,5.8,5,28,EMP00420,No,2015,3.9
EMP04631,Employee_4631,31,Male,Master,Engineering,Mid,Chennai,926710,2019-11-20,5.1,3,32,EMP00382,No,2017,3.3
EMP04632,Employee_4632,47,Male,Master,Sales,Manager,Bangalore,2246134,2011-01-12,14.0,3,112,EMP00337,No,2019,1.6
EMP04633,Employee_4633,44,Female,Bachelor,Operations,Junior,Hyderabad,350337,2011-06-03,13.6,3,68,EMP00124,No,2019,3.8
EMP04634,Employee_4634,39,Female,Bachelor,Legal,Senior,Bangalore,1573943,2015-11-14,9.1,4,33,EMP00088,No,2020,4.9
EMP04635,Employee_4635,25,Male,Master,Engineering,Manager,Mumbai,2407933,2024-09-09,0.3,4,7,EMP00262,No,2016,3.5
EMP04636,Employee_4636,32,Male,Bachelor,IT,Junior,Delhi,310372,2017-01-18,8.0,1,109,EMP00380,Yes,2022,2.8
EMP04637,Employee_4637,34,Male,Bachelor,Sales,Junior,Pune,400050,2010-04-12,14.7,2,34,EMP00359,Yes,2016,2.1
EMP04638,Employee_4638,46,Female,Master,Marketing,Mid,Chennai,678372,2021-10-09,3.2,4,18,EMP00280,No,2019,3.7
EMP04639,Employee_4639,28,Female,Master,Operations,Lead,Chennai,2038597,2022-12-07,2.1,3,57,EMP00103,No,2022,3.9
EMP04640,Employee_4640,51,Male,Master,Operations,Lead,Chennai,1853183,2022-09-03,2.3,2,41,EMP00244,Yes,2023,3.2
EMP04641,Employee_4641,27,Male,Bachelor,IT,Lead,Mumbai,1829932,2015-01-09,10.0,3,55,EMP00246,No,2015,2.1
EMP04642,Employee_4642,53,Male,Bachelor,Sales,Mid,Mumbai,632039,2017-08-03,7.4,5,74,EMP00149,No,2022,4.9
EMP04643,Employee_4643,58,Female,Master,Legal,Director,Mumbai,3075686,2021-08-23,3.4,3,60,EMP00149,No,2023,1.6
EMP04644,Employee_4644,42,Male,Master,Engineering,Mid,Bangalore,883389,2021-09-25,3.3,4,61,EMP00342,No,2024,4.8
EMP04645,Employee_4645,50,Male,PhD,Marketing,Lead,Bangalore,1809807,2023-11-13,1.1,5,29,EMP00052,No,2019,1.2
EMP04646,Employee_4646,46,Female,Bachelor,Marketing,Mid,Delhi,843859,2012-02-20,12.9,3,112,EMP00492,No,2020,2.0
EMP04647,Employee_4647,31,Female,Master,Marketing,Mid,Bangalore,879403,2019-09-16,5.3,4,64,EMP00302,Yes,2015,3.5
EMP04648,Employee_4648,40,Male,Bachelor,Sales,Mid,Pune,661086,2024-11-03,0.2,5,42,EMP00253,No,2024,3.3
EMP04649,Employee_4649,25,Female,Master,Legal,Junior,Chennai,313138,2015-07-30,9.4,3,118,EMP00189,No,2022,3.5
EMP04650,Employee_4650,50,Male,Master,Engineering,Junior,Mumbai,556697,2020-10-22,4.2,5,46,EMP00342,Yes,2023,3.9
EMP04651,Employee_4651,38,Male,Master,Engineering,Mid,Pune,784075,2017-10-03,7.2,3,80,EMP00141,No,2021,1.3
EMP04652,Employee_4652,55,Female,Bachelor,Marketing,Junior,Chennai,424143,2024-11-20,0.1,3,118,EMP00201,No,2015,3.6
EMP04653,Employee_4653,26,Male,Bachelor,HR,Senior,Mumbai,1083064,2024-05-21,0.6,4,9,EMP00198,No,2017,3.9
EMP04654,Employee_4654,27,Female,Bachelor,Operations,Junior,Bangalore,533829,2018-08-19,6.4,3,75,EMP00358,No,2017,4.3
EMP04655,Employee_4655,59,Male,Bachelor,Sales,Mid,Delhi,938891,2013-05-02,11.7,4,62,EMP00410,No,2015,3.7
EMP04656,Employee_4656,56,Male,Master,Engineering,Director,Hyderabad,3905884,2022-07-10,2.5,3,61,EMP00055,No,2023,2.5
EMP04657,Employee_4657,25,Male,Bachelor,Operations,Mid,Mumbai,730196,2023-09-30,1.3,4,99,EMP00238,No,2016,4.0
EMP04658,Employee_4658,48,Male,Master,HR,Junior,Pune,507977,2011-03-24,13.8,1,93,EMP00214,Yes,2024,1.9
EMP04659,Employee_4659,22,Male,Master,Engineering,Mid,Mumbai,778164,2010-04-06,14.7,3,71,EMP00417,No,2021,1.5
EMP04660,Employee_4660,37,Male,Master,Marketing,Lead,Chennai,2084845,2024-06-06,0.6,4,32,EMP00218,No,2022,2.9
EMP04661,Employee_4661,46,Male,Diploma,HR,Mid,Delhi,830395,2013-07-09,11.5,3,57,EMP00076,No,2024,2.7
EMP04662,Employee_4662,25,Female,Bachelor,Finance,Mid,Delhi,984406,2021-05-04,3.7,4,56,EMP00015,Yes,2020,3.6
EMP04663,Employee_4663,57,Male,Bachelor,HR,Lead,Delhi,2063960,2020-07-11,4.5,5,56,EMP00146,No,2015,3.5
EMP04664,Employee_4664,32,Female,Diploma,Operations,Mid,Hyderabad,665124,2021-02-13,3.9,1,53,EMP00235,Yes,2019,1.3
EMP04665,Employee_4665,39,Male,Bachelor,Operations,Senior,Chennai,1107214,2013-09-16,11.3,5,12,EMP00062,Yes,2022,3.5
EMP04666,Employee_4666,44,Male,Diploma,Marketing,Junior,Delhi,509939,2011-09-06,13.3,3,33,EMP00289,No,2020,2.2
EMP04667,Employee_4667,26,Male,Diploma,Engineering,Junior,Chennai,510544,2021-01-10,4.0,5,21,EMP00200,No,2015,3.9
EMP04668,Employee_4668,38,Male,Master,Operations,Mid,Bangalore,814218,2017-03-11,7.8,5,42,EMP00006,No,2020,2.9
EMP04669,Employee_4669,34,Female,Bachelor,Marketing,Senior,Delhi,1178587,2015-05-28,9.6,4,15,EMP00298,No,2015,3.4
EMP04670,Employee_4670,25,Male,Master,Marketing,Lead,Pune,1656215,2017-06-03,7.6,3,73,EMP00156,No,2017,3.4
EMP04671,Employee_4671,51,Male,Bachelor,Sales,Mid,Hyderabad,664403,2016-03-28,8.8,4,89,EMP00018,No,2016,2.5
EMP04672,Employee_4672,36,Male,Bachelor,Legal,Mid,Hyderabad,853021,2011-02-17,13.9,5,39,EMP00331,Yes,2016,3.0
EMP04673,Employee_4673,29,Male,Bachelor,Marketing,Mid,Pune,821507,2021-05-15,3.6,3,24,EMP00334,Yes,2024,3.0
EMP04674,Employee_4674,27,Female,Bachelor,Engineering,Mid,Bangalore,677538,2014-12-30,10.0,3,100,EMP00458,No,2022,4.0
EMP04675,Employee_4675,25,Female,Master,Sales,Mid,Bangalore,814677,2022-05-07,2.7,3,12,EMP00337,No,2021,2.6
EMP04676,Employee_4676,47,Male,Diploma,Legal,Manager,Hyderabad,2436164,2024-06-06,0.6,4,40,EMP00318,No,2018,3.2
EMP04677,Employee_4677,46,Female,Master,Engineering,Junior,Mumbai,500981,2018-06-29,6.5,2,52,EMP00228,Yes,2019,3.1
EMP04678,Employee_4678,42,Male,Bachelor,IT,Senior,Hyderabad,1431888,2019-01-17,6.0,4,49,EMP00022,No,2023,2.2
EMP04679,Employee_4679,50,Male,Bachelor,Marketing,Manager,Chennai,2363149,2015-04-10,9.7,3,50,EMP00465,No,2020,4.9
EMP04680,Employee_4680,31,Male,Diploma,Finance,Mid,Pune,901970,2011-10-08,13.2,5,2,EMP00465,No,2015,1.4
EMP04681,Employee_4681,41,Male,Bachelor,Sales,Senior,Hyderabad,1306909,2020-04-18,4.7,3,92,EMP00182,No,2019,2.4
EMP04682,Employee_4682,41,Female,Bachelor,Engineering,Senior,Hyderabad,1355239,2019-12-18,5.0,5,67,EMP00493,No,2022,4.9
EMP04683,Employee_4683,46,Male,Bachelor,IT,Mid,Bangalore,868050,2022-11-08,2.1,1,110,EMP00072,Yes,2021,3.5
EMP04684,Employee_4684,28,Female,Bachelor,Sales,Junior,Bangalore,333585,2020-01-19,5.0,3,101,EMP00240,No,2023,1.6
EMP04685,Employee_4685,26,Female,Bachelor,Operations,Mid,Mumbai,891251,2011-12-23,13.0,3,104,EMP00452,No,2020,1.3
EMP04686,Employee_4686,28,Male,Master,Sales,Junior,Bangalore,550322,2021-03-07,3.8,3,117,EMP00371,No,2017,2.5
EMP04687,Employee_4687,51,Male,Master,Engineering,Lead,Hyderabad,2120510,2020-01-11,5.0,4,118,EMP00235,No,2017,1.6
EMP04688,Employee_4688,49,Non-binary,Master,Engineering,Senior,Mumbai,1040345,2017-02-02,7.9,4,115,EMP00142,No,2021,3.4
EMP04689,Employee_4689,38,Female,PhD,HR,Lead,Chennai,1820635,2012-08-30,12.3,4,85,EMP00005,No,2020,3.8
EMP04690,Employee_4690,48,Male,Master,IT,Mid,Mumbai,762751,2021-02-26,3.8,5,77,EMP00082,No,2024,4.7
EMP04691,Employee_4691,39,Male,Bachelor,Sales,Lead,Bangalore,2046384,2024-08-27,0.3,3,64,EMP00184,No,2019,1.6
EMP04692,Employee_4692,41,Female,Bachelor,Sales,Mid,Mumbai,684388,2010-05-26,14.6,5,35,EMP00257,No,2018,1.3
EMP04693,Employee_4693,23,Male,Master,Sales,Junior,Hyderabad,480903,2012-04-20,12.7,2,23,EMP00439,Yes,2022,3.5
EMP04694,Employee_4694,43,Female,Master,HR,Senior,Mumbai,1193982,2019-01-18,6.0,4,72,EMP00441,No,2020,2.0
EMP04695,Employee_4695,39,Female,Master,Sales,Manager,Mumbai,2656354,2019-04-01,5.8,1,18,EMP00258,Yes,2022,2.4
EMP04696,Employee_4696,29,Non-binary,Bachelor,Legal,Mid,Delhi,991329,2010-10-21,14.2,3,114,EMP00108,No,2024,1.7
EMP04697,Employee_4697,32,Male,Bachelor,HR,Senior,Mumbai,1087781,2022-07-01,2.5,3,7,EMP00179,No,2022,2.4
EMP04698,Employee_4698,44,Male,Bachelor,HR,Senior,Mumbai,1316497,2022-04-26,2.7,5,1,EMP00463,No,2024,2.1
EMP04699,Employee_4699,52,Male,Bachelor,Engineering,Senior,Chennai,1018767,2010-01-02,15.0,4,29,EMP00362,No,2022,4.3
EMP04700,Employee_4700,42,Male,Bachelor,IT,Mid,Delhi,785505,2012-01-15,13.0,3,29,EMP00269,No,2024,1.6
EMP04701,Employee_4701,47,Female,Bachelor,Engineering,Mid,Chennai,752473,2023-07-21,1.4,5,43,EMP00200,No,2020,2.7
EMP04702,Employee_4702,45,Male,Bachelor,Engineering,Senior,Delhi,1139640,2023-11-20,1.1,5,64,EMP00263,No,2022,2.4
EMP04703,Employee_4703,57,Female,Bachelor,Marketing,Lead,Pune,1678216,2024-04-19,0.7,1,90,EMP00033,Yes,2023,1.8
EMP04704,Employee_4704,57,Female,Bachelor,Finance,Junior,Mumbai,489469,2016-10-31,8.2,5,104,EMP00090,No,2019,2.3
EMP04705,Employee_4705,38,Male,Bachelor,Sales,Senior,Hyderabad,1576938,2021-05-27,3.6,3,37,EMP00336,No,2016,4.0
EMP04706,Employee_4706,55,Female,Bachelor,Sales,Senior,Chennai,1351722,2022-08-12,2.4,4,114,EMP00078,No,2022,4.2
EMP04707,Employee_4707,35,Male,Bachelor,Operations,Mid,Bangalore,636555,2014-08-22,10.4,3,119,EMP00181,No,2017,2.4
EMP04708,Employee_4708,48,Male,PhD,Engineering,Senior,Pune,1451346,2024-09-06,0.3,3,0,EMP00336,No,2019,2.5
EMP04709,Employee_4709,46,Non-binary,Master,Operations,Lead,Bangalore,1688533,2020-03-26,4.8,4,30,EMP00369,No,2018,3.6
EMP04710,Employee_4710,29,Male,Master,Finance,Senior,Delhi,1316359,2017-08-24,7.4,3,35,EMP00289,No,2023,3.2
EMP04711,Employee_4711,29,Male,Bachelor,Sales,Mid,Delhi,805801,2018-02-24,6.9,4,8,EMP00174,No,2022,3.0
EMP04712,Employee_4712,58,Male,Bachelor,HR,Lead,Bangalore,2079425,2011-03-21,13.8,4,2,EMP00236,No,2019,4.2
EMP04713,Employee_4713,41,Female,Master,Sales,Director,Hyderabad,4523518,2015-01-01,10.0,4,112,EMP00367,No,2021,4.6
EMP04714,Employee_4714,39,Non-binary,Master,Operations,Mid,Mumbai,967411,2020-03-11,4.8,4,54,EMP00440,No,2021,2.4
EMP04715,Employee_4715,54,Female,Master,HR,Manager,Pune,2992172,2017-06-12,7.6,4,106,EMP00403,No,2017,1.1
EMP04716,Employee_4716,23,Male,Master,Sales,Senior,Chennai,1064383,2022-07-25,2.4,3,22,EMP00072,No,2016,2.5
EMP04717,Employee_4717,27,Female,Master,Finance,Mid,Hyderabad,767831,2023-11-26,1.1,2,54,EMP00143,Yes,2022,2.2
EMP04718,Employee_4718,28,Male,Master,IT,Manager,Pune,2559769,2023-06-16,1.5,5,7,EMP00402,No,2019,3.6
EMP04719,Employee_4719,24,Male,Bachelor,Sales,Manager,Chennai,2954828,2020-08-11,4.4,4,13,EMP00391,No,2024,4.2
